"Time","Voltage [V]","Current [uA]","Pressure [Pa]","VSR53USB [Pa]"
"2024-11-20 15:29:51.944","-13.811975999999994","-14.396615999999998","0.00","254.22"
"2024-11-20 15:29:51.942","-12.09483199999999","-16.687884","0.00","254.22"
"2024-11-20 15:29:51.940","-7.603839999999991","-13.414644","0.00","254.22"
"2024-11-20 15:29:51.938","-6.0187839999999895","-13.741968","0.00","254.22"
"2024-11-20 15:29:51.936","-1.527791999999991","-11.450700000000001","0.00","254.22"
"2024-11-20 15:29:51.934","0.3214400000000097","-12.105348","0.00","254.22"
"2024-11-20 15:29:51.932","5.076608000000007","-11.778023999999998","0.00","254.22"
"2024-11-20 15:29:51.930","7.586280000000016","-12.105348","0.00","254.22"
"2024-11-20 15:29:51.928","12.209360000000018","-12.432672","0.00","254.22"
"2024-11-20 15:29:51.926","14.586944000000017","-11.778023999999998","0.00","254.22"
"2024-11-20 15:29:51.924","19.21002400000002","-10.796052","0.00","254.22"
"2024-11-20 15:29:51.922","21.983872000000005","-8.17746","0.00","254.22"
"2024-11-20 15:29:51.920","26.07860000000001","-3.2676000000000016","0.00","254.22"
"2024-11-20 15:29:51.918","29.644976000000014","5.8974720000000005","0.00","254.22"
"2024-11-20 15:29:51.916","33.07926400000001","22.263672","0.00","254.22"
"2024-11-20 15:29:51.914","32.55091200000001","23.572968000000003","0.00","254.22"
"2024-11-20 15:29:51.912","28.456184000000007","20.954376000000003","0.00","254.22"
"2024-11-20 15:29:51.910","26.21068800000002","16.699164000000003","0.00","254.22"
"2024-11-20 15:29:51.908","22.512224000000018","13.098599999999998","0.00","254.16"
"2024-11-20 15:29:51.906","20.266728000000015","7.861415999999998","0.00","254.16"
"2024-11-20 15:29:51.904","16.70035200000001","3.606203999999998","0.00","254.16"
"2024-11-20 15:29:51.902","13.926504000000008","-0.649008000000002","0.00","254.16"
"2024-11-20 15:29:51.900","10.756392000000005","-3.594923999999999","0.00","254.16"
"2024-11-20 15:29:51.898","7.718368000000012","-4.904219999999999","0.00","254.16"
"2024-11-20 15:29:51.896","4.680344000000005","-7.195488000000001","0.00","254.16"
"2024-11-20 15:29:51.894","1.378144000000006","-7.522811999999998","0.00","254.16"
"2024-11-20 15:29:51.892","-1.7919679999999971","-10.468727999999999","0.00","254.16"
"2024-11-20 15:29:51.890","-5.358343999999988","-10.796052","0.00","254.16"
"2024-11-20 15:29:51.888","-8.79263199999999","-14.396615999999998","0.00","254.16"
"2024-11-20 15:29:51.886","-12.623183999999988","-13.087319999999998","0.00","254.16"
"2024-11-20 15:29:51.884","-15.925383999999994","-16.033236","0.00","254.16"
"2024-11-20 15:29:51.882","-19.75593599999999","-13.414644","0.00","254.16"
"2024-11-20 15:29:51.880","-23.32231199999999","-15.705912000000001","0.00","254.16"
"2024-11-20 15:29:51.878","-26.888687999999995","-12.432672","0.00","254.16"
"2024-11-20 15:29:51.876","-30.719239999999992","-15.051264","0.00","254.16"
"2024-11-20 15:29:51.874","-33.889351999999995","-13.087319999999998","0.00","254.16"
"2024-11-20 15:29:51.872","-31.775943999999996","-16.36056","0.00","254.16"
"2024-11-20 15:29:51.870","-28.20956799999999","-13.741968","0.00","254.16"
"2024-11-20 15:29:51.868","-25.567807999999992","-17.669856","0.00","254.16"
"2024-11-20 15:29:51.866","-22.001431999999994","-14.396615999999998","0.00","254.16"
"2024-11-20 15:29:51.864","-19.491759999999992","-17.669856","0.00","254.16"
"2024-11-20 15:29:51.862","-15.793295999999991","-13.741968","0.00","254.16"
"2024-11-20 15:29:51.860","-13.415711999999992","-15.705912000000001","0.00","254.16"
"2024-11-20 15:29:51.858","-9.71724799999999","-11.778023999999998","0.00","254.16"
"2024-11-20 15:29:51.856","-7.471751999999988","-14.069292","0.00","254.16"
"2024-11-20 15:29:51.854","-3.6411999999999907","-10.796052","0.00","254.16"
"2024-11-20 15:29:51.852","-1.527791999999991","-13.741968","0.00","254.16"
"2024-11-20 15:29:51.850","2.6990240000000085","-11.778023999999998","0.00","254.16"
"2024-11-20 15:29:51.848","5.4728720000000095","-14.396615999999998","0.00","254.16"
"2024-11-20 15:29:51.846","9.963864000000015","-11.778023999999998","0.00","254.16"
"2024-11-20 15:29:51.844","12.47353600000001","-13.741968","0.00","254.16"
"2024-11-20 15:29:51.842","16.832440000000005","-10.141404000000001","0.00","254.07"
"2024-11-20 15:29:51.840","19.606288000000006","-9.486756","0.00","254.07"
"2024-11-20 15:29:51.838","24.097280000000012","-4.249572000000001","0.00","254.07"
"2024-11-20 15:29:51.836","26.739040000000017","0.005639999999999645","0.00","254.07"
"2024-11-20 15:29:51.834","31.23003200000001","13.098599999999998","0.00","254.07"
"2024-11-20 15:29:51.832","32.94717600000001","25.536912","0.00","254.07"
"2024-11-20 15:29:51.830","30.965856000000016","22.590996000000004","0.00","254.07"
"2024-11-20 15:29:51.828","27.13530400000002","18.335784000000004","0.00","254.07"
"2024-11-20 15:29:51.826","24.889808000000016","15.717191999999997","0.00","254.07"
"2024-11-20 15:29:51.824","20.92716800000001","11.134656","0.00","254.07"
"2024-11-20 15:29:51.822","18.681672000000006","7.534092000000001","0.00","254.07"
"2024-11-20 15:29:51.820","14.983208000000005","2.296908000000002","0.00","254.07"
"2024-11-20 15:29:51.818","12.737712000000016","0.33296399999999693","0.00","254.07"
"2024-11-20 15:29:51.816","8.907160000000005","-4.249572000000001","0.00","254.07"
"2024-11-20 15:29:51.814","6.661664000000016","-4.904219999999999","0.00","254.07"
"2024-11-20 15:29:51.812","2.9632000000000147","-8.17746","0.00","254.07"
"2024-11-20 15:29:51.810","0.5856160000000159","-8.504784","0.00","254.07"
"2024-11-20 15:29:51.808","-3.7732879999999938","-11.778023999999998","0.00","254.07"
"2024-11-20 15:29:51.806","-6.2829599999999886","-12.432672","0.00","254.07"
"2024-11-20 15:29:51.804","-10.90603999999999","-14.069292","0.00","254.07"
"2024-11-20 15:29:51.802","-13.679887999999991","-13.741968","0.00","254.07"
"2024-11-20 15:29:51.800","-18.17087999999999","-13.741968","0.00","254.07"
"2024-11-20 15:29:51.798","-20.812639999999995","-13.741968","0.00","254.07"
"2024-11-20 15:29:51.796","-25.43571999999999","-13.087319999999998","0.00","254.07"
"2024-11-20 15:29:51.794","-27.813303999999995","-14.069292","0.00","254.07"
"2024-11-20 15:29:51.792","-32.304295999999994","-13.414644","0.00","254.07"
"2024-11-20 15:29:51.790","-32.83264799999999","-16.687884","0.00","254.07"
"2024-11-20 15:29:51.788","-30.190887999999994","-15.378588","0.00","254.07"
"2024-11-20 15:29:51.786","-26.75659999999999","-17.342532","0.00","254.07"
"2024-11-20 15:29:51.784","-24.114839999999994","-15.051264","0.00","254.07"
"2024-11-20 15:29:51.782","-20.812639999999995","-17.342532","0.00","254.07"
"2024-11-20 15:29:51.780","-17.774615999999995","-13.741968","0.00","254.07"
"2024-11-20 15:29:51.778","-14.604503999999991","-15.051264","0.00","254.07"
"2024-11-20 15:29:51.776","-11.566479999999991","-12.105348","0.00","254.07"
"2024-11-20 15:29:51.774","-8.660543999999987","-14.069292","0.00","254.07"
"2024-11-20 15:29:51.772","-5.622519999999987","-11.778023999999998","0.00","254.07"
"2024-11-20 15:29:51.770","-2.7165839999999903","-15.051264","0.00","254.07"
"2024-11-20 15:29:51.768","0.4535280000000057","-12.432672","0.00","254.07"
"2024-11-20 15:29:51.766","3.887816000000015","-15.378588","0.00","254.03"
"2024-11-20 15:29:51.764","7.32210400000001","-12.105348","0.00","254.03"
"2024-11-20 15:29:51.762","11.020568000000011","-14.069292","0.00","254.03"
"2024-11-20 15:29:51.760","14.586944000000017","-10.141404000000001","0.00","254.03"
"2024-11-20 15:29:51.758","18.021232000000012","-10.468727999999999","0.00","254.03"
"2024-11-20 15:29:51.756","21.85178400000001","-5.886192000000001","0.00","254.03"
"2024-11-20 15:29:51.754","25.021896000000012","-4.249572000000001","0.00","254.03"
"2024-11-20 15:29:51.752","29.116624000000016","4.588175999999997","0.00","254.03"
"2024-11-20 15:29:51.750","31.758384000000007","17.026488","0.00","254.03"
"2024-11-20 15:29:51.748","33.47552800000001","23.572968000000003","0.00","254.03"
"2024-11-20 15:29:51.746","28.85244800000001","19.972403999999997","0.00","254.03"
"2024-11-20 15:29:51.744","27.13530400000002","17.353811999999998","0.00","254.03"
"2024-11-20 15:29:51.742","22.512224000000018","13.098599999999998","0.00","254.03"
"2024-11-20 15:29:51.740","20.795080000000013","10.480007999999998","0.00","254.03"
"2024-11-20 15:29:51.738","16.964528000000016","5.8974720000000005","0.00","254.03"
"2024-11-20 15:29:51.736","14.586944000000017","1.9695839999999976","0.00","254.03"
"2024-11-20 15:29:51.734","11.152656000000007","-2.612952","0.00","254.03"
"2024-11-20 15:29:51.732","8.378808000000006","-3.922247999999996","0.00","254.03"
"2024-11-20 15:29:51.730","5.3407840000000135","-8.17746","0.00","254.03"
"2024-11-20 15:29:51.728","2.4348480000000166","-8.17746","0.00","254.03"
"2024-11-20 15:29:51.726","-0.9994399999999928","-12.105348","0.00","254.03"
"2024-11-20 15:29:51.724","-4.433727999999988","-11.123376","0.00","254.03"
"2024-11-20 15:29:51.722","-8.13219199999999","-14.069292","0.00","254.03"
"2024-11-20 15:29:51.720","-11.698567999999995","-11.778023999999998","0.00","254.03"
"2024-11-20 15:29:51.718","-15.397031999999989","-14.396615999999998","0.00","254.03"
"2024-11-20 15:29:51.716","-18.83131999999999","-11.450700000000001","0.00","254.03"
"2024-11-20 15:29:51.714","-22.529783999999992","-14.723939999999999","0.00","254.03"
"2024-11-20 15:29:51.712","-25.964071999999994","-12.105348","0.00","254.03"
"2024-11-20 15:29:51.710","-29.662535999999996","-16.687884","0.00","254.03"
"2024-11-20 15:29:51.708","-32.964735999999995","-14.069292","0.00","254.03"
"2024-11-20 15:29:51.706","-32.17220799999999","-18.979152","0.00","254.03"
"2024-11-20 15:29:51.704","-28.87000799999999","-14.723939999999999","0.00","254.03"
"2024-11-20 15:29:51.702","-25.964071999999994","-18.324504","0.00","253.93"
"2024-11-20 15:29:51.700","-22.529783999999992","-13.414644","0.00","253.93"
"2024-11-20 15:29:51.698","-19.75593599999999","-16.033236","0.00","253.93"
"2024-11-20 15:29:51.696","-16.453735999999992","-11.450700000000001","0.00","253.93"
"2024-11-20 15:29:51.694","-13.811975999999994","-15.051264","0.00","253.93"
"2024-11-20 15:29:51.692","-10.509775999999988","-11.450700000000001","0.00","253.93"
"2024-11-20 15:29:51.690","-8.000103999999993","-15.705912000000001","0.00","253.93"
"2024-11-20 15:29:51.688","-4.433727999999988","-12.105348","0.00","253.93"
"2024-11-20 15:29:51.686","-2.056143999999989","-16.687884","0.00","253.93"
"2024-11-20 15:29:51.684","1.9064960000000042","-12.105348","0.00","253.93"
"2024-11-20 15:29:51.682","4.944520000000011","-15.378588","0.00","253.93"
"2024-11-20 15:29:51.680","9.039248000000015","-10.141404000000001","0.00","253.93"
"2024-11-20 15:29:51.678","11.945184000000012","-12.759996000000001","0.00","253.93"
"2024-11-20 15:29:51.676","16.039912000000015","-7.522811999999998","0.00","253.93"
"2024-11-20 15:29:51.674","19.077936000000008","-9.81408","0.00","253.93"
"2024-11-20 15:29:51.672","23.040576000000016","-4.576895999999998","0.00","253.93"
"2024-11-20 15:29:51.670","26.07860000000001","-3.2676000000000016","0.00","253.93"
"2024-11-20 15:29:51.668","30.569592000000014","8.516064","0.00","253.93"
"2024-11-20 15:29:51.666","32.55091200000001","23.572968000000003","0.00","253.93"
"2024-11-20 15:29:51.664","32.02256000000001","21.936348000000002","0.00","253.93"
"2024-11-20 15:29:51.662","27.267392000000015","18.335784000000004","0.00","253.93"
"2024-11-20 15:29:51.660","25.814424000000017","17.026488","0.00","253.93"
"2024-11-20 15:29:51.658","21.455520000000007","13.098599999999998","0.00","253.93"
"2024-11-20 15:29:51.656","19.606288000000006","9.825360000000003","0.00","253.93"
"2024-11-20 15:29:51.654","15.643648000000013","3.606203999999998","0.00","253.93"
"2024-11-20 15:29:51.652","13.39815200000001","0.6602880000000013","0.00","253.93"
"2024-11-20 15:29:51.650","9.831776000000005","-4.904219999999999","0.00","253.87"
"2024-11-20 15:29:51.648","7.454192000000006","-5.2315439999999995","0.00","253.87"
"2024-11-20 15:29:51.646","3.887816000000015","-10.141404000000001","0.00","253.87"
"2024-11-20 15:29:51.644","0.9818800000000039","-8.832107999999998","0.00","253.87"
"2024-11-20 15:29:51.642","-2.5844959999999872","-12.759996000000001","0.00","253.87"
"2024-11-20 15:29:51.640","-5.75460799999999","-10.468727999999999","0.00","253.87"
"2024-11-20 15:29:51.638","-9.585159999999988","-13.414644","0.00","253.87"
"2024-11-20 15:29:51.636","-13.01944799999999","-10.141404000000001","0.00","253.87"
"2024-11-20 15:29:51.634","-16.71791199999999","-14.069292","0.00","253.87"
"2024-11-20 15:29:51.632","-20.152199999999993","-11.450700000000001","0.00","253.87"
"2024-11-20 15:29:51.630","-23.98275199999999","-16.36056","0.00","253.87"
"2024-11-20 15:29:51.628","-27.54912799999999","-13.741968","0.00","253.87"
"2024-11-20 15:29:51.626","-31.24759199999999","-17.99718","0.00","253.87"
"2024-11-20 15:29:51.624","-33.75726399999999","-15.051264","0.00","253.87"
"2024-11-20 15:29:51.622","-30.98341599999999","-18.979152","0.00","253.87"
"2024-11-20 15:29:51.620","-27.681215999999992","-13.414644","0.00","253.87"
"2024-11-20 15:29:51.618","-24.643191999999992","-16.687884","0.00","253.87"
"2024-11-20 15:29:51.616","-21.340991999999993","-11.778023999999998","0.00","253.87"
"2024-11-20 15:29:51.614","-18.567143999999992","-15.378588","0.00","253.87"
"2024-11-20 15:29:51.612","-15.397031999999989","-11.778023999999998","0.00","253.87"
"2024-11-20 15:29:51.610","-12.623183999999988","-16.033236","0.00","253.87"
"2024-11-20 15:29:51.608","-9.320983999999989","-12.759996000000001","0.00","253.87"
"2024-11-20 15:29:51.606","-6.547135999999988","-17.015208","0.00","253.87"
"2024-11-20 15:29:51.604","-3.1128479999999925","-12.759996000000001","0.00","253.87"
"2024-11-20 15:29:51.602","-0.7352639999999866","-16.033236","0.00","253.87"
"2024-11-20 15:29:51.600","3.2273760000000067","-11.123376","0.00","253.87"
"2024-11-20 15:29:51.598","6.39748800000001","-13.741968","0.00","253.87"
"2024-11-20 15:29:51.596","10.095952000000011","-9.159431999999999","0.00","253.87"
"2024-11-20 15:29:51.594","13.530240000000006","-11.778023999999998","0.00","253.87"
"2024-11-20 15:29:51.592","17.360792000000018","-7.850135999999999","0.00","253.87"
"2024-11-20 15:29:51.590","20.662992000000017","-9.81408","0.00","253.73"
"2024-11-20 15:29:51.588","24.62563200000001","-4.576895999999998","0.00","253.73"
"2024-11-20 15:29:51.586","27.531568000000007","-0.649008000000002","0.00","253.73"
"2024-11-20 15:29:51.584","32.15464800000001","13.425924000000002","0.00","253.73"
"2024-11-20 15:29:51.582","32.28673600000002","22.91832","0.00","253.73"
"2024-11-20 15:29:51.580","30.833768000000006","21.609023999999998","0.00","253.73"
"2024-11-20 15:29:51.578","26.47486400000001","18.335784000000004","0.00","253.73"
"2024-11-20 15:29:51.576","24.757720000000006","16.044516","0.00","253.73"
"2024-11-20 15:29:51.574","20.530904000000007","11.789304000000001","0.00","253.52"
"2024-11-20 15:29:51.572","18.681672000000006","7.534092000000001","0.00","253.52"
"2024-11-20 15:29:51.570","14.851120000000009","1.314936000000003","0.00","253.52"
"2024-11-20 15:29:51.568","12.341448000000014","-1.9583039999999983","0.00","253.52"
"2024-11-20 15:29:51.566","9.039248000000015","-6.540839999999999","0.00","253.52"
"2024-11-20 15:29:51.564","6.001224000000008","-7.195488000000001","0.00","253.52"
"2024-11-20 15:29:51.562","2.9632000000000147","-10.141404000000001","0.00","253.52"
"2024-11-20 15:29:51.560","-0.3389999999999844","-8.832107999999998","0.00","253.52"
"2024-11-20 15:29:51.558","-3.6411999999999907","-11.123376","0.00","253.44"
"2024-11-20 15:29:51.556","-7.471751999999988","-9.81408","0.00","253.44"
"2024-11-20 15:29:51.554","-10.641863999999991","-12.759996000000001","0.00","253.44"
"2024-11-20 15:29:51.552","-14.604503999999991","-11.450700000000001","0.00","253.44"
"2024-11-20 15:29:51.550","-17.90670399999999","-14.723939999999999","0.00","253.44"
"2024-11-20 15:29:51.548","-22.001431999999994","-13.741968","0.00","253.44"
"2024-11-20 15:29:51.546","-25.039455999999994","-16.687884","0.00","253.44"
"2024-11-20 15:29:51.544","-29.13418399999999","-14.723939999999999","0.00","253.44"
"2024-11-20 15:29:51.542","-32.304295999999994","-17.015208","0.00","253.44"
"2024-11-20 15:29:51.540","-32.964735999999995","-14.723939999999999","0.00","253.44"
"2024-11-20 15:29:51.538","-29.266271999999994","-16.033236","0.00","253.44"
"2024-11-20 15:29:51.536","-26.36033599999999","-13.414644","0.00","253.44"
"2024-11-20 15:29:51.534","-23.05813599999999","-15.051264","0.00","253.44"
"2024-11-20 15:29:51.532","-20.416375999999993","-13.087319999999998","0.00","253.44"
"2024-11-20 15:29:51.530","-16.98208799999999","-15.378588","0.00","253.44"
"2024-11-20 15:29:51.528","-14.472415999999988","-14.069292","0.00","253.37"
"2024-11-20 15:29:51.526","-11.038127999999993","-16.36056","0.00","253.37"
"2024-11-20 15:29:51.524","-8.528455999999991","-13.741968","0.00","253.37"
"2024-11-20 15:29:51.522","-5.094167999999989","-15.378588","0.00","253.37"
"2024-11-20 15:29:51.520","-2.4524079999999913","-12.432672","0.00","253.37"
"2024-11-20 15:29:51.518","1.378144000000006","-13.414644","0.00","253.37"
"2024-11-20 15:29:51.516","4.416168000000013","-10.796052","0.00","253.37"
"2024-11-20 15:29:51.514","8.24672000000001","-11.778023999999998","0.00","253.37"
"2024-11-20 15:29:51.512","10.888480000000015","-10.141404000000001","0.00","253.37"
"2024-11-20 15:29:51.510","15.511560000000017","-11.123376","0.00","253.37"
"2024-11-20 15:29:51.508","18.021232000000012","-9.81408","0.00","253.37"
"2024-11-20 15:29:51.506","22.77640000000001","-8.504784","0.00","253.37"
"2024-11-20 15:29:51.504","25.021896000000012","-4.576895999999998","0.00","253.37"
"2024-11-20 15:29:51.502","29.644976000000014","4.9155000000000015","0.00","253.37"
"2024-11-20 15:29:51.500","32.55091200000001","19.64508","0.00","253.37"
"2024-11-20 15:29:51.498","32.28673600000002","23.900292","0.00","253.37"
"2024-11-20 15:29:51.496","28.588272000000018","21.2817","0.00","253.37"
"2024-11-20 15:29:51.494","26.07860000000001","18.990432","0.00","253.37"
"2024-11-20 15:29:51.492","22.24804800000001","14.407896000000001","0.00","253.37"
"2024-11-20 15:29:51.490","20.00255200000001","10.480007999999998","0.00","253.37"
"2024-11-20 15:29:51.488","16.039912000000015","4.260852","0.00","253.37"
"2024-11-20 15:29:51.486","14.190680000000015","0.33296399999999693","0.00","253.37"
"2024-11-20 15:29:51.484","10.360128000000017","-4.904219999999999","0.00","253.37"
"2024-11-20 15:29:51.482","7.850456000000008","-5.2315439999999995","0.00","253.37"
"2024-11-20 15:29:51.480","4.151992000000007","-8.504784","0.00","253.29"
"2024-11-20 15:29:51.478","1.9064960000000042","-6.868164","0.00","253.29"
"2024-11-20 15:29:51.476","-2.056143999999989","-10.141404000000001","0.00","253.29"
"2024-11-20 15:29:51.474","-4.962079999999993","-8.504784","0.00","253.29"
"2024-11-20 15:29:51.472","-9.320983999999989","-12.759996000000001","0.00","253.29"
"2024-11-20 15:29:51.470","-12.09483199999999","-11.123376","0.00","253.29"
"2024-11-20 15:29:51.468","-16.32164799999999","-15.378588","0.00","253.29"
"2024-11-20 15:29:51.466","-19.227583999999993","-13.087319999999998","0.00","253.29"
"2024-11-20 15:29:51.464","-23.454399999999993","-16.687884","0.00","253.29"
"2024-11-20 15:29:51.462","-26.75659999999999","-13.414644","0.00","253.29"
"2024-11-20 15:29:51.460","-30.719239999999992","-16.36056","0.00","253.29"
"2024-11-20 15:29:51.458","-33.75726399999999","-13.414644","0.00","253.29"
"2024-11-20 15:29:51.456","-32.040119999999995","-16.033236","0.00","253.29"
"2024-11-20 15:29:51.454","-28.20956799999999","-12.759996000000001","0.00","253.29"
"2024-11-20 15:29:51.452","-25.567807999999992","-15.705912000000001","0.00","253.29"
"2024-11-20 15:29:51.450","-22.001431999999994","-13.087319999999998","0.00","253.29"
"2024-11-20 15:29:51.448","-19.35967199999999","-17.015208","0.00","253.29"
"2024-11-20 15:29:51.446","-15.925383999999994","-14.069292","0.00","253.24"
"2024-11-20 15:29:51.444","-13.811975999999994","-17.015208","0.00","253.24"
"2024-11-20 15:29:51.442","-10.113511999999993","-13.087319999999998","0.00","253.24"
"2024-11-20 15:29:51.440","-7.471751999999988","-15.378588","0.00","253.24"
"2024-11-20 15:29:51.438","-4.037463999999993","-11.450700000000001","0.00","253.24"
"2024-11-20 15:29:51.436","-1.2636159999999848","-13.414644","0.00","253.24"
"2024-11-20 15:29:51.434","2.4348480000000166","-10.141404000000001","0.00","253.24"
"2024-11-20 15:29:51.432","5.6049600000000055","-12.759996000000001","0.00","253.24"
"2024-11-20 15:29:51.430","9.303424000000007","-10.796052","0.00","253.24"
"2024-11-20 15:29:51.428","12.869800000000012","-13.087319999999998","0.00","253.24"
"2024-11-20 15:29:51.426","16.436176000000017","-10.468727999999999","0.00","253.24"
"2024-11-20 15:29:51.424","19.870464000000013","-11.123376","0.00","253.24"
"2024-11-20 15:29:51.422","23.436840000000018","-6.540839999999999","0.00","253.24"
"2024-11-20 15:29:51.420","27.13530400000002","-1.630980000000001","0.00","253.24"
"2024-11-20 15:29:51.418","31.23003200000001","10.152684","0.00","253.24"
"2024-11-20 15:29:51.416","33.07926400000001","26.518884","0.00","253.24"
"2024-11-20 15:29:51.414","31.494208000000015","22.590996000000004","0.00","253.24"
"2024-11-20 15:29:51.412","27.39948000000001","20.299728","0.00","253.24"
"2024-11-20 15:29:51.410","25.418160000000015","15.717191999999997","0.00","253.24"
"2024-11-20 15:29:51.408","21.455520000000007","12.443952000000003","0.00","253.24"
"2024-11-20 15:29:51.406","18.813760000000016","5.8974720000000005","0.00","253.24"
"2024-11-20 15:29:51.404","15.775736000000009","1.9695839999999976","0.00","253.24"
"2024-11-20 15:29:51.402","12.47353600000001","-2.9402759999999972","0.00","253.18"
"2024-11-20 15:29:51.400","10.095952000000011","-3.594923999999999","0.00","253.18"
"2024-11-20 15:29:51.398","6.001224000000008","-6.540839999999999","0.00","253.18"
"2024-11-20 15:29:51.396","4.019904000000011","-5.886192000000001","0.00","253.18"
"2024-11-20 15:29:51.394","-0.4710879999999946","-9.159431999999999","0.00","253.18"
"2024-11-20 15:29:51.392","-2.7165839999999903","-8.832107999999998","0.00","253.18"
"2024-11-20 15:29:51.390","-7.207575999999989","-13.414644","0.00","253.18"
"2024-11-20 15:29:51.388","-9.585159999999988","-11.778023999999998","0.00","253.18"
"2024-11-20 15:29:51.386","-14.340327999999992","-15.705912000000001","0.00","253.18"
"2024-11-20 15:29:51.384","-16.849999999999994","-13.087319999999998","0.00","253.18"
"2024-11-20 15:29:51.382","-21.605167999999992","-16.687884","0.00","253.18"
"2024-11-20 15:29:51.380","-24.24692799999999","-13.087319999999998","0.00","253.18"
"2024-11-20 15:29:51.378","-28.87000799999999","-16.033236","0.00","253.18"
"2024-11-20 15:29:51.376","-31.24759199999999","-12.432672","0.00","253.18"
"2024-11-20 15:29:51.374","-34.153527999999994","-16.687884","0.00","253.18"
"2024-11-20 15:29:51.372","-29.926711999999995","-13.087319999999998","0.00","253.18"
"2024-11-20 15:29:51.370","-27.681215999999992","-17.015208","0.00","253.18"
"2024-11-20 15:29:51.368","-23.58648799999999","-13.741968","0.00","253.09"
"2024-11-20 15:29:51.366","-21.605167999999992","-18.324504","0.00","253.09"
"2024-11-20 15:29:51.364","-17.64252799999999","-13.741968","0.00","253.09"
"2024-11-20 15:29:51.362","-15.793295999999991","-17.669856","0.00","253.09"
"2024-11-20 15:29:51.360","-11.566479999999991","-12.105348","0.00","253.09"
"2024-11-20 15:29:51.358","-9.453071999999992","-15.378588","0.00","253.09"
"2024-11-20 15:29:51.356","-5.490431999999991","-10.468727999999999","0.00","253.09"
"2024-11-20 15:29:51.354","-3.3770239999999916","-14.069292","0.00","253.09"
"2024-11-20 15:29:51.352","0.5856160000000159","-10.141404000000001","0.00","253.09"
"2024-11-20 15:29:51.350","3.2273760000000067","-14.723939999999999","0.00","253.09"
"2024-11-20 15:29:51.348","7.586280000000016","-10.468727999999999","0.00","253.09"
"2024-11-20 15:29:51.346","10.360128000000017","-14.723939999999999","0.00","253.09"
"2024-11-20 15:29:51.344","14.454856000000007","-9.81408","0.00","253.09"
"2024-11-20 15:29:51.342","17.228704000000008","-12.759996000000001","0.00","253.09"
"2024-11-20 15:29:51.340","21.587608000000017","-6.540839999999999","0.00","253.09"
"2024-11-20 15:29:51.338","24.62563200000001","-5.558868","0.00","253.09"
"2024-11-20 15:29:51.336","28.85244800000001","4.588175999999997","0.00","253.05"
"2024-11-20 15:29:51.334","31.23003200000001","16.37184","0.00","253.05"
"2024-11-20 15:29:51.332","33.47552800000001","24.227615999999998","0.00","253.05"
"2024-11-20 15:29:51.330","28.85244800000001","20.627052","0.00","253.05"
"2024-11-20 15:29:51.328","27.267392000000015","17.681136000000002","0.00","253.05"
"2024-11-20 15:29:51.326","23.040576000000016","12.771276","0.00","253.05"
"2024-11-20 15:29:51.324","20.92716800000001","9.498035999999999","0.00","253.05"
"2024-11-20 15:29:51.322","17.492880000000014","4.260852","0.00","253.05"
"2024-11-20 15:29:51.320","14.719032000000013","1.314936000000003","0.00","253.05"
